# iso.me Combined Export
# Generated: 2026-04-30T23:35:26.427Z

# VISITS (3)
arrived_at,departed_at,duration_minutes,latitude,longitude,location_name,address,notes
2026-04-30T14:06:31.000Z,,,18.327441417052285,-67.22082628555923,Puerto Rico,"Carretera el Coqui, Rincón, PR, 00677",
2026-04-30T12:34:53.000Z,,,18.320335365484127,-67.24054450543272,Puerto Rico,"PR-115, Rincón, PR, 00677",
2026-04-30T12:34:53.000Z,2026-04-30T13:59:12.999Z,84.3,18.32001149291567,-67.2405893374093,Puerto Rico,"PR-115, Rincón, PR, 00677",

# LOCATION POINTS (1591)
timestamp,timestamp_unix,latitude,longitude,altitude,speed,horizontal_accuracy,is_outlier
2026-04-30T12:28:04.986Z,1777552084.986,18.32685002319819,-67.21973529156614,167.78,4.28,4.748651530191835,false
2026-04-30T12:28:06.988Z,1777552086.988,18.32675602060082,-67.21974778659752,167.24,4.42,4.748651530192007,false
2026-04-30T12:28:07.989Z,1777552087.989,18.326698004105832,-67.2197753879196,166.14,5.14,4.748651530192542,false
2026-04-30T12:28:08.990Z,1777552088.990,18.326624457368514,-67.21978839536298,164.83,6.60,4.748651530193703,false
2026-04-30T12:28:09.990Z,1777552089.990,18.326554655419056,-67.21979758845943,163.84,7.05,4.748651530194661,false
2026-04-30T12:28:10.991Z,1777552090.991,18.32648933228454,-67.21980665279561,163.04,7.05,4.748651530195261,false
2026-04-30T12:28:11.992Z,1777552091.992,18.326422002322023,-67.21981716842606,161.61,7.19,4.748651530199224,false
2026-04-30T12:28:12.992Z,1777552092.992,18.326351416589805,-67.21983041783939,159.70,7.52,4.748651530200788,false
2026-04-30T12:28:13.993Z,1777552093.993,18.326286380433697,-67.21984919612343,157.74,7.65,4.748651530202318,false
2026-04-30T12:28:14.993Z,1777552094.993,18.326225621955466,-67.21987232838121,156.08,7.52,4.7486515302034,false
2026-04-30T12:28:15.994Z,1777552095.994,18.326172017933594,-67.21989624550173,155.42,7.22,4.748651530194529,false
2026-04-30T12:28:16.994Z,1777552096.994,18.3261218001247,-67.21991908358444,153.53,6.81,4.748651530195867,false
